Reaction ID,Name,Reaction equation,Gene
rxn05426_c0,12_methyl_3_oxo_tridecanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 12_methyl_3_oxo_tridecanoyl_ACP_c0 <=> NADP_c0 + 12_methyl_3_hydroxy_tridecanoyl_ACP_c0,From ModelSEED
rxn01274_c0,R_S_Lactoylglutathione_hydrolase_c0,H2O_c0 + R_S_Lactoylglutathione_c0 --> GSH_c0 + H_c0 + D_Lactate_c0,From ModelSEED
rxn02474_c0,5_amino_6_5_phosphoribitylaminouracil_NADP_1_oxidoreductase_c0,NADP_c0 + 5_Amino_6__5_phosphoribitylaminouracil_c0 <=> NADPH_c0 + H_c0 + 5_Amino_6__5_phosphoribosylaminouracil_c0,From ModelSEED
rxn02230_c0,3_mercaptopyruvate_cyanide_sulfurtransferase_c0,HCN_c0 + Mercaptopyruvate_c0 <=> Pyruvate_c0 + H_c0 + Thiocyanate_c0,From ModelSEED
rxn03246_c0,S_hydroxyoctanoyl_CoA_NAD_oxidoreductase_c0,NAD_c0 + S_Hydroxyoctanoyl_CoA_c0 <=> NADH_c0 + H_c0 + 3_Oxooctanoyl_CoA_c0,From ModelSEED
rxn02144_c0,4_carboxymethylbut_3_en_4_olide_enol_lactonohydrolase_c0,H2O_c0 + 3_oxoadipate_enol_lactone_c0 --> H_c0 + 3_Oxoadipate_c0,From ModelSEED
rxn08657_c0,Glycolate_oxidase_c0,Glycolate_c0 + 2_Demethylmenaquinone_8_c0 --> Glyoxalate_c0 + 2_Demethylmenaquinol_8_c0,From ModelSEED
rxn12645_c0,methionyl_aminopeptidase_c0,H2O_c0 + gly_asn_L_c0 <=> Glycine_c0 + L_Asparagine_c0,From ModelSEED
rxn07448_c0,geranyl_diphosphate_diphosphate_lyase_3R_linalool_forming_c0,H2O_c0 + Geranyldiphosphate_c0 <=> PPi_c0 + H_c0 + Linalool_c0,From ModelSEED
rxn00715_c0,ITP_uridine_5_phosphotransferase_c0,ITP_c0 + Uridine_c0 <=> H_c0 + IDP_c0 + UMP_c0,From ModelSEED
rxn01019_c0,Carbamoyl_phosphate_L_ornithine_carbamoyltransferase_c0,Ornithine_c0 + Carbamoylphosphate_c0 --> Phosphate_c0 + H_c0 + Citrulline_c0,From ModelSEED
rxn00633_c0,D_Glucose_D_fructose_oxidoreductase_c0,D_Glucose_c0 + D_Fructose_c0 <=> Gluconolactone_c0 + Sorbitol_c0,From ModelSEED
rxn09448_c0,fatty_acid__CoA_ligase_octadecenoate_c0,ATP_c0 + CoA_c0 + octadecenoate_c0 --> PPi_c0 + AMP_c0 + Octadecenoyl_CoA_c0,From ModelSEED
rxn09208_c0,Phosphatidylserine_syntase_n_C16_0_c0,L_Serine_c0 + CDP_1_2_dihexadecanoylglycerol_c0 --> CMP_c0 + 2.0 H_c0 + phosphatidylserine_dihexadecanoyl_c0,From ModelSEED
rxn01603_c0,7_8_dihydropteroate_L_glutamate_ligase_ADP_forming_c0,ATP_c0 + L_Glutamate_c0 + Dihydropteroate_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + Dihydrofolate_c0,From ModelSEED
rxn00055_c0,S_adenosyl_L_methionine_S_adenosyl_L_methionine_3_amino_3_carboxypropyltransferase_c0,3.0 S_Adenosyl_L_methionine_c0 <=> 4.0 H_c0 + 3.0 5_Methylthioadenosine_c0 + Nicotianamine_c0,From ModelSEED
rxn00686_c0,5_6_7_8_tetrahydrofolate_NADP_oxidoreductase_c0,NADP_c0 + Tetrahydrofolate_c0 <=> NADPH_c0 + H_c0 + Dihydrofolate_c0,From ModelSEED
rxn00905_c0,2_dehydropantoate_formaldehyde_lyase_3_methyl_2_oxobutanoate_forming_c0,2_Dehydropantoate_c0 <=> Formaldehyde_c0 + 3_Methyl_2_oxobutanoate_c0,From ModelSEED
rxn02409_c0,R06099_c0,H2O_c0 + LacCer_c0 <=> beta_D_Galactose_c0 + Glucocerebroside_c0,From ModelSEED
rxn09112_c0,Phosphatidylglycerol_synthase_n_C16_1_c0,Glycerol_3_phosphate_c0 + CDP_1_2_dihexadec_9_enoylglycerol_c0 <=> CMP_c0 + Phosphatidylglycerophosphate_dihexadec_9_enoyl_c0,From ModelSEED
rxn03194_c0,S_2_Aceto_2_hydroxybutanoate_pyruvate_lyase_carboxylating_c0,2_Oxobutyrate_c0 + 2_Hydroxyethyl_ThPP_c0 <=> TPP_c0 + 2_Aceto_2_hydroxybutanoate_c0,From ModelSEED
rxn00689_c0,Tetrahydrofolate_L_glutamate_gamma_ligase_ADP_forming_c0,ATP_c0 + L_Glutamate_c0 + Tetrahydrofolate_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + THF_L_glutamate_c0,From ModelSEED
rxn08129_c0,Amylomaltase_maltohexaose_c0,Maltose_c0 + Maltohexaose_c0 <=> D_Glucose_c0 + Maltoheptaose_c0,From ModelSEED
rxn01286_c0,D_Glyceraldehyde_NAD_oxidoreductase_c0,H2O_c0 + NAD_c0 + D_Glyceraldehyde_c0 --> NADH_c0 + 2.0 H_c0 + Glycerate_c0,From ModelSEED
rxn05289_c0,NADPH_oxidized_thioredoxin_oxidoreductase_c0,NADPH_c0 + H_c0 + trdox_c0 <=> NADP_c0 + trdrd_c0,From ModelSEED
rxn05467_c0,CO2_transporter_via_diffusion_c0,CO2_e0 <=> CO2_c0,Unknown
rxn00117_c0,ATP_UDP_phosphotransferase_c0,ATP_c0 + UDP_c0 <=> ADP_c0 + UTP_c0,From ModelSEED
rxn01520_c0,5_10_Methylenetetrahydrofolate_dUMP_C_methyltransferase_c0,5_10_Methylenetetrahydrofolate_c0 + dUMP_c0 --> dTMP_c0 + Dihydrofolate_c0,From ModelSEED
rxn05736_c0,acyl_coenzyme_A_ligase_c0,ATP_c0 + CoA_c0 + Myristic_acid_c0 --> PPi_c0 + AMP_c0 + H_c0 + Myristoyl_CoA_c0,From ModelSEED
rxn05147_c0,D_Glucose_ABC_transport_c0,H2O_c0 + ATP_c0 + D_Glucose_e0 --> ADP_c0 + Phosphate_c0 + D_Glucose_c0 + H_c0,From ModelSEED
rxn11663_c0,4_phosphonooxythreonine_NAD_oxidoreductase_c0,NAD_c0 + 4_Phosphonooxy_threonine_c0 <=> NADH_c0 + CO2_c0 + 3_Amino_2_oxopropyl_phosphate_c0,From ModelSEED
rxn00493_c0,L_Phenylalanine_2_oxoglutarate_aminotransferase_c0,2_Oxoglutarate_c0 + L_Phenylalanine_c0 <=> L_Glutamate_c0 + Phenylpyruvate_c0,From ModelSEED
rxn00933_c0,proline_racemase_c0,L_Proline_c0 <=> D_Proline_c0,From ModelSEED
rxn02172_c0,D_Arabinonate_hydro_lyase_c0,D_Arabinonate_c0 <=> H2O_c0 + 2_Dehydro_3_deoxy_D_xylonate_c0,From ModelSEED
rxn01834_c0,R_S_Lactoylglutathione_methylglyoxal_lyase_isomerizing_c0,R_S_Lactoylglutathione_c0 <=> GSH_c0 + 2_Oxopropanal_c0,From ModelSEED
rxn00741_c0,2_Hydroxybutyrate_NAD_oxidoreductase_c0,NAD_c0 + 2_Hydroxybutyrate_c0 <=> NADH_c0 + H_c0 + 2_Oxobutyrate_c0,From ModelSEED
rxn00839_c0,ATP_dADP_phosphotransferase_c0,ATP_c0 + dADP_c0 <=> ADP_c0 + dATP_c0,From ModelSEED
rxn03838_c0,R05549_c0,H2O_c0 + Manninotriose_c0 --> Galactose_c0 + Melibiose_c0,From ModelSEED
rxn03917_c0,D_glycero_beta_D_manno_heptose_7_phosphate_aldose_ketose_isomerase_c0,Sedoheptulose7_phosphate_c0 --> D_Glycero_D_manno_heptose7_phosphate_c0,Unknown
rxn05377_c0,12_methyl_3_hydroxy_tetra_decanoyl_ACP_hydro_lyase_c0,12_methyl_3_hydroxy_tetra_decanoyl_ACP_c0 --> H2O_c0 + 12_methyl_trans_tetra_dec_2_enoyl_ACP_c0,Unknown
rxn00293_c0,UTP_N_acetyl_alpha_D_glucosamine_1_phosphate_uridylyltransferase_c0,UTP_c0 + N_Acetyl_D_glucosamine1_phosphate_c0 --> PPi_c0 + UDP_N_acetylglucosamine_c0,Unknown
rxn05390_c0,7_methyl_3_hydroxy_octanoyl_ACP_hydro_lyase_c0,7_methyl_3_hydroxy_octanoyl_ACP_c0 --> H2O_c0 + 7_methyl_trans_oct_2_enoyl_ACP_c0,Unknown
rxn02011_c0,UDP_N_acetylmuramoyl_L_alanyl_D_glutamate_L_meso_2_6_diaminoheptanedioate_gamma_ligase_ADP_forming_c0,ATP_c0 + meso_2_6_Diaminopimelate_c0 + UDP_N_acetylmuramoyl_L_alanyl_D_glutamate_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + UDP_N_acetylmuramoyl_L_alanyl_D_gamma_glutamyl_meso_2_6_diaminopimelate_c0,Unknown
rxn08619_c0,glucosyltransferase_II_LPS_core_synthesis_c0,UDP_glucose_c0 + galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0 --> UDP_c0 + glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0,Unknown
rxn05514_c0,calcium_transport_inout_via_proton_antiporter_c0,Ca2_e0 + H_c0 --> Ca2_c0 + H_e0,Unknown
rxn03893_c0,all_trans_octaprenyl_diphosphate_4_hydroxybenzoate_3_octaprenyltransferase_c0,4_Hydroxybenzoate_c0 + Farnesylfarnesylgeraniol_c0 --> PPi_c0 + H_c0 + 3_Octaprenyl_4_hydroxybenzoate_c0,Unknown
rxn08712_c0,heptosyltransferase_III_LPS_core_synthesis_c0,ADP_L_glycero_D_manno_heptose_c0 + phospho_heptosyl_heptosyl_kdo2_lipidA_c0 --> ADP_c0 + heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0,Unknown
rxn11946_c0,R05614_c0,S_Adenosyl_L_methionine_c0 + 2_Octaprenyl_3_methyl_5_hydroxy_6_methoxy_1_4_benzoquinone_c0 --> S_Adenosyl_homocysteine_c0 + H_c0 + Ubiquinone_8_c0,Unknown
rxn12224_c0,2_octaprenyl_6_methoxyphenol_hydroxylase_c0,O2_c0 + 2_Octaprenyl_6_methoxyphenol_c0 --> H2O_c0 + 2_Octaprenyl_6_methoxy_1_4_benzoquinone_c0,Unknown
rxn03638_c0,Acetyl_CoA_D_glucosamine_1_phosphate_N_acetyltransferase_c0,Acetyl_CoA_c0 + D_Glucosamine1_phosphate_c0 --> CoA_c0 + H_c0 + N_Acetyl_D_glucosamine1_phosphate_c0,Unknown
rxn00910_c0,5_methyltetrahydrofolate_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 5_10_Methylenetetrahydrofolate_c0 --> NADP_c0 + 5_Methyltetrahydrofolate_c0,Unknown
rxn02008_c0,UDP_N_acetylmuramoyl_L_alanine_D_glutamate_ligaseADP_forming_c0,ATP_c0 + D_Glutamate_c0 + UDP_N_acetylmuramoyl_L_alanine_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + UDP_N_acetylmuramoyl_L_alanyl_D_glutamate_c0,Unknown
rxn05452_c0,14_methyl_hexa_decanoyl_ACP_acyl_carrier_protein_transferase_c0,CoA_c0 + 2.0 H_c0 + 14_methyl_hexa_decanoyl_ACP_c0 --> fa12coa_c0 + ACP_c0,Unknown
rxn03916_c0,ATP_D_glycero_beta_D_manno_heptose_1_phosphate_adenylyltransferase_c0,ATP_c0 + D_Glycero_D_manno_heptose1_phosphate_c0 --> PPi_c0 + ADP_D_glycero_D_manno_heptose_c0,Unknown
rxn05387_c0,5_methyl_trans_hex_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 5_methyl_trans_hex_2_enoyl_ACP_c0 --> NADP_c0 + 5_methyl_hexanoyl_ACP_c0,Unknown
rxn01207_c0,4_methyl_2_oxopentanoate_NAD_oxidoreductase_CoA_mehtylpropanoylating_c0,NAD_c0 + CoA_c0 + 4MOP_c0 --> NADH_c0 + CO2_c0 + Isovaleryl_CoA_c0,Unknown
rxn10338_c0,anteisoheptadecanoyl_cardiolipin_synthase_c0,2.0 Dianteisoheptadecanoylphosphatidylglycerol_c0 --> Glycerol_c0 + Anteisoheptadecanoylcardiolipin_B_subtilis_c0,Unknown
rxn05374_c0,10_methyl_trans_dodec_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 10_methyl_trans_dodec_2_enoyl_ACP_c0 --> NADP_c0 + 10_methyl_dodecanoyl_ACP_c0,Unknown
rxn10265_c0,isoheptadecanoyl_Phosphatidylglycerophosphate_phosphohydrolase_c0,H2O_c0 + Diisoheptadecanoylphosphatidylglycerophosphate_c0 --> Phosphate_c0 + H_c0 + Diisoheptadecanoylphosphatidylglycerol_c0,Unknown
rxn08019_c0,stearate_acyl_carrier_protein_ligase_c0,ATP_c0 + ocdca_c0 + ACP_c0 --> PPi_c0 + AMP_c0 + 2.0 H_c0 + Octadecanoyl_ACP_c0,Unknown
rxn01200_c0,Sedoheptulose_7_phosphate_D_glyceraldehyde_3_phosphate_glycolaldehyde_transferase_c0,Glyceraldehyde3_phosphate_c0 + Sedoheptulose7_phosphate_c0 <=> ribose_5_phosphate_c0 + D_Xylulose5_phosphate_c0,Unknown
rxn02063_c0,squalene_NADPH_oxygen_oxidoreductase_2_3_epoxidizing_c0,H2O_c0 + NADP_c0 + Squalene_2_3_oxide_c0 --> NADPH_c0 + O2_c0 + H_c0 + Supraene_c0,Unknown
rxn09562_c0,Guanylate_kinase_c0,H_c0 + dATP_c0 + GMP_c0 --> GDP_c0 + dADP_c0,Unknown
rxn05407_c0,15_methyl_trans_hexa_dec_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 15_methyl_trans_hexa_dec_2_enoyl_ACP_c0 --> NADP_c0 + 15_methyl_hexa_decanoyl_ACP_c0,Unknown
rxn10145_c0,M_diaminopimelic_acid_ABC_transport_periplasm_c0,H2O_c0 + ATP_c0 + meso_2_6_Diaminopimelate_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + meso_2_6_Diaminopimelate_c0,Unknown
rxn12933_c0,Acyl_carrier_protein_acetyltransferase_c0,Lauroyl_CoA_c0 + ACP_c0 --> CoA_c0 + Dodecanoyl_ACP_c0,Unknown
rxn12648_c0,TRANS_RXNAVI_26378cebrachyexpDGTP_c0,dGTP_e0 --> dGTP_c0,Unknown
rxn05395_c0,9_methyl_trans_dec_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 9_methyl_trans_dec_2_enoyl_ACP_c0 --> NADP_c0 + 9_methyl_decanoyl_ACP_c0,Unknown
rxn04139_c0,2_Octaprenyl_3_methyl_6_methoxy_1_4_benzoquinone__NADPH2_oxygen_oxidoreductase_c0,NADPH_c0 + O2_c0 + H_c0 + 2_Octaprenyl_3_methyl_6_methoxy_1_4_benzoquinone_c0 --> H2O_c0 + NADP_c0 + 2_Octaprenyl_3_methyl_5_hydroxy_6_methoxy_1_4_benzoquinone_c0,Unknown
rxn08710_c0,RXN0_5118c_c0,3.0 H_c0 + kdo2_lipid_a_c0 + ADP_L_glycero_D_manno_heptose_c0 --> ADP_c0 + heptosyl_kdo2_lipidA_c0,Unknown
rxn12225_c0,2_octaprenylphenol_hydroxylase_c0,O2_c0 + 2.0 2_Octaprenylphenol_c0 --> 2.0 2_Octaprenyl_6_hydroxyphenol_c0,Unknown
rxn03150_c0,R04594_c0,H2O_c0 + alpha_Ribazole_5_phosphate_c0 --> Phosphate_c0 + alpha_Ribazole_c0,Unknown
rxn05382_c0,14_methyl_trans_hexa_dec_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 14_methyl_trans_hexa_dec_2_enoyl_ACP_c0 --> NADP_c0 + 14_methyl_hexa_decanoyl_ACP_c0,Unknown
rxn05394_c0,9_methyl_3_hydroxy_decanoyl_ACP_hydro_lyase_c0,9_methyl_3_hydroxy_decanoyl_ACP_c0 --> H2O_c0 + 9_methyl_trans_dec_2_enoyl_ACP_c0,Unknown
rxn05386_c0,5_methyl_3_hydroxy_hexanoyl_ACP_hydro_lyase_c0,5_methyl_3_hydroxy_hexanoyl_ACP_c0 --> H2O_c0 + 5_methyl_trans_hex_2_enoyl_ACP_c0,Unknown
rxn05358_c0,2_methylbutanoyl_CoA_acyl_carrier_protein_transferase_c0,2_Methylbutyryl_CoA_c0 + ACP_c0 --> CoA_c0 + H_c0 + 2_methylbutyryl_ACP_c0,Unknown
rxn10336_c0,stearoyl_cardiolipin_synthase_c0,2.0 Phosphatidylglycerol_dioctadecanoyl_c0 --> Glycerol_c0 + Stearoylcardiolipin_B_subtilis_c0,Unknown
rxn08708_c0,LPS_heptose_kinase_I_LPS_core_synthesis_c0,ATP_c0 + heptosyl_heptosyl_kdo2_lipidA_c0 --> ADP_c0 + 4.0 H_c0 + phospho_heptosyl_heptosyl_kdo2_lipidA_c0,Unknown
rxn12647_c0,TRANS_RXNAVI_26378cebrachyexpDATP_c0,dATP_e0 --> dATP_c0,Unknown
rxn08620_c0,glucosyltransferase_III_LPS_core_synthesis_c0,UDP_glucose_c0 + glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0 --> UDP_c0 + glucosyl_glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0,Unknown
rxn10215_c0,anteisoheptadecanoyl_1_acylglycerol_3_phosphate_O_acyltransferase_c0,fa12coa_c0 + 1_anteisoheptadecanoyl_sn_glycerol_3_phosphate_c0 --> CoA_c0 + H_c0 + 1_2_dianteisoheptadecanoyl_sn_glycerol_3_phosphate_c0,Unknown
rxn00350_c0,glutathione_gamma_glutamylaminopeptidase_c0,L_Glutamate_c0 + Cys_Gly_c0 --> H2O_c0 + GSH_c0,Unknown
rxn05362_c0,4_methyl_trans_hex_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 4_methyl_trans_hex_2_enoyl_ACP_c0 --> NADP_c0 + 4_methyl_hexanoyl_ACP_c0,Unknown
rxn06865_c0,R05146_c0,kdo2_lipid_iva_c0 + Dodecanoyl_ACP_c0 --> Lauroyl_KDO2_lipid_IVA_c0 + ACP_c0,Unknown
rxn00461_c0,Phosphoenolpyruvate_UDP_N_acetyl_D_glucosamine_1_carboxyvinyl_transferase_c0,UDP_N_acetylglucosamine_c0 + Phosphoenolpyruvate_c0 --> Phosphate_c0 + UDP_N_acetylglucosamine_enolpyruvate_c0,Unknown
rxn08583_c0,galactosyltransferase_I_LPS_core_synthesis_c0,UDP_glucose_c0 + glucosyl_inner_core_oligosaccharide_lipid_A_c0 --> UDP_c0 + galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0,Unknown
rxn05399_c0,11_methyl_trans_dodec_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 11_methyl_trans_dodec_2_enoyl_ACP_c0 --> NADP_c0 + 11_methyl_dodecanoyl_ACP_c0,Unknown
rxn03919_c0,D_glycero_beta_D_manno_heptose_1_7_bisphosphate_7_phosphohydrolase_c0,H2O_c0 + D_Glycero_D_manno_heptose1_7_bisphosphate_c0 --> Phosphate_c0 + D_Glycero_D_manno_heptose1_phosphate_c0,Unknown
rxn05345_c0,dodecanoyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,Dodecanoyl_ACP_c0 + Malonyl_acyl_carrierprotein__c0 --> CO2_c0 + 3_oxotetradecanoyl_acp_c0 + ACP_c0,Unknown
rxn08618_c0,glucosyltransferase_I_LPS_core_synthesis_c0,UDP_glucose_c0 + inner_core_oligosaccharide_lipid_A_c0 --> UDP_c0 + 4.0 H_c0 + glucosyl_inner_core_oligosaccharide_lipid_A_c0,Unknown
rxn05381_c0,14_methyl_3_hydroxy_hexa_decanoyl_ACP_hydro_lyase_c0,14_methyl_3_hydroxy_hexa_decanoyl_ACP_c0 --> H2O_c0 + 14_methyl_trans_hexa_dec_2_enoyl_ACP_c0,Unknown
rxn08711_c0,RXN0_5061c_c0,ADP_L_glycero_D_manno_heptose_c0 + heptosyl_kdo2_lipidA_c0 --> ADP_c0 + heptosyl_heptosyl_kdo2_lipidA_c0,Unknown
rxn05366_c0,6_methyl_trans_oct_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 6_methyl_trans_oct_2_enoyl_ACP_c0 --> NADP_c0 + 6_methyl_octanoyl_ACP_c0,Unknown
rxn08709_c0,LPS_heptose_kinase_II_LPS_core_synthesis_c0,ATP_c0 + heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0 --> ADP_c0 + H_c0 + phospho_heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0,Unknown
rxn03395_c0,S_adenosyl_L_methionine_3_all_trans_octaprenylbenzene_1_2_diol_2_O_methyltransferase_c0,S_Adenosyl_L_methionine_c0 + 2_Octaprenyl_6_hydroxyphenol_c0 --> S_Adenosyl_homocysteine_c0 + H_c0 + 2_Octaprenyl_6_methoxyphenol_c0,Unknown
rxn03537_c0,R05222_c0,GTP_c0 + Adenosyl_cobinamide_phosphate_c0 --> PPi_c0 + H_c0 + Adenosylcobinamide_GDP_c0,Unknown
rxn05388_c0,5_methyl_hexanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,Malonyl_acyl_carrierprotein__c0 + 5_methyl_hexanoyl_ACP_c0 --> CO2_c0 + ACP_c0 + 7_methyl_3_oxo_octanoyl_ACP_c0,Unknown
rxn05378_c0,12_methyl_trans_tetra_dec_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 12_methyl_trans_tetra_dec_2_enoyl_ACP_c0 --> NADP_c0 + 12_methyl_tetra_decanoyl_ACP_c0,Unknown
rxn05370_c0,8_methyl_trans_dec_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 8_methyl_trans_dec_2_enoyl_ACP_c0 --> NADP_c0 + 8_methyl_decanoyl_ACP_c0,Unknown
rxn08766_c0,FabH_c0,CoA_c0 + CO2_c0 + Acetoacetyl_ACP_c0 --> Acetyl_CoA_c0 + Malonyl_acyl_carrierprotein__c0,Unknown
rxn10214_c0,isoheptadecanoyl_1_acylglycerol_3_phosphate_O_acyltransferase_c0,fa11coa_c0 + 1_isoheptadecanoyl_sn_glycerol_3_phosphate_c0 --> CoA_c0 + H_c0 + 1_2_diisoheptadecanoyl_sn_glycerol_3_phosphate_c0,Unknown
rxn06023_c0,CoA_apo_acyl_carrier_protein_pantetheinephosphotransferase_c0,CoA_c0 + apo_ACP_c0 --> Adenosine_3_5_bisphosphate_c0 + ACP_c0,Unknown
rxn12860_c0,ATP_dependent_permease_AUS1_c0,Lanosterol_e0 --> Lanosterol_c0,Unknown
rxn03630_c0,Taurine__2_oxoglutarate_O2_oxidoreductase_sulfite_forming_c0,O2_c0 + 2_Oxoglutarate_c0 + Taurine_c0 --> CO2_c0 + Succinate_c0 + Sulfite_c0 + Aminoacetaldehyde_c0,Unknown
rxn01333_c0,sedoheptulose_7_phosphate_D_glyceraldehyde_3_phosphate_glyceronetransferase_c0,D_fructose_6_phosphate_c0 + D_Erythrose4_phosphate_c0 <=> Glyceraldehyde3_phosphate_c0 + Sedoheptulose7_phosphate_c0,Unknown
rxn00703_c0,alpha_D_Glucose_1_phosphate_alpha_D_glucose_1_phosphate_4_alpha_D_glucosyltransferase_dephosphorylating_c0,2.0 Phosphate_c0 + Maltose_c0 --> H2O_c0 + 2.0 Glucose_1_phosphate_c0,Unknown
rxn05400_c0,11_methyl_dodecanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,Malonyl_acyl_carrierprotein__c0 + 11_methyl_dodecanoyl_ACP_c0 --> CO2_c0 + ACP_c0 + 13_methyl_3_oxo_tetra_decanoyl_ACP_c0,Unknown
rxn03130_c0,UDP_2_3_bis3R_3_hydroxymyristoyl_alpha_D_glucosamine_2_3_bis3R_3_hydroxymyristoyl_beta_D_glucosaminyl_1_phosphate_phosphohydrolase_c0,H2O_c0 + UDP_2_3_bis3_hydroxytetradecanoylglucosamine_c0 --> 2.0 H_c0 + UMP_c0 + Lipid_X_c0,Unknown
rxn00392_c0,ATP_riboflavin_5_phosphotransferase_c0,ATP_c0 + Riboflavin_c0 --> ADP_c0 + FMN_c0 + H_c0,Unknown
rxn05363_c0,4_methyl_hexanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,Malonyl_acyl_carrierprotein__c0 + 4_methyl_hexanoyl_ACP_c0 --> CO2_c0 + ACP_c0 + 6_methyl_3_oxo_octanoyl_ACP_c0,Unknown
rxn05361_c0,4_methyl_3_hydroxy_hexanoyl_ACP_hydro_lyase_c0,4_methyl_3_hydroxy_hexanoyl_ACP_c0 --> H2O_c0 + 4_methyl_trans_hex_2_enoyl_ACP_c0,Unknown
rxn10266_c0,anteisoheptadecanoyl_Phosphatidylglycerophosphate_phosphohydrolase_c0,H2O_c0 + Dianteisoheptadecanoylphosphatidylglycerophosphate_c0 --> Phosphate_c0 + H_c0 + Dianteisoheptadecanoylphosphatidylglycerol_c0,Unknown
rxn02286_c0,UDP_N_acetylmuramate_L_alanine_ligase_ADP_forming_c0,ATP_c0 + L_Alanine_c0 + UDP_MurNAc_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + UDP_N_acetylmuramoyl_L_alanine_c0,Unknown
rxn05403_c0,13_methyl_trans_tetra_dec_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 13_methyl_trans_tetra_dec_2_enoyl_ACP_c0 --> NADP_c0 + 13_methyl_tetra_decanoyl_ACP_c0,Unknown
rxn02290_c0,S_2_3_Epoxysqualene_mutase_cyclizing__lanosterol_forming_c0,Lanosterol_c0 --> Squalene_2_3_oxide_c0,Unknown
rxn06729_c0,R_3_Hydroxytetradecanoly_acyl_carrier_protein_UDP_N_acetyl_glucosamine_3_O_3_hydroxytetradecanoyltransferase_c0,UDP_N_acetylglucosamine_c0 + H_c0 + HMA_c0 --> UDP_3_O_beta_hydroxymyristoyl_N_acetylglucosamine_c0 + ACP_c0,Unknown
rxn03146_c0,UDP_3_O_3R_3_hydroxymyristoyl_N_acetylglucosamine_amidohydrolase_c0,H2O_c0 + UDP_3_O_beta_hydroxymyristoyl_N_acetylglucosamine_c0 --> Acetate_c0 + UDP_3_O_beta_hydroxymyristoyl_D_glucosamine_c0,Unknown
rxn02774_c0,S_Adenosyl_L_methionine_uroporphyrin_III_C_methyltransferase_c0,NAD_c0 + Precorrin_2_c0 --> NADH_c0 + 2.0 H_c0 + Sirohydrochlorin_c0,Unknown
rxn00521_c0,L_tyrosine_phenol_lyase_deaminating_pyruvate_forming_c0,H2O_c0 + L_Tyrosine_c0 --> NH3_c0 + Pyruvate_c0 + Phenol_c0,Unknown
rxn04147_c0,squalene_synthase_c0,NADP_c0 + 2.0 PPi_c0 + H_c0 + Supraene_c0 --> NADPH_c0 + 2.0 Farnesyldiphosphate_c0,Unknown
rxn08954_c0,3_deoxy_D_manno_octulosonic_acid_transferase_III_LPS_core_biosynthesis_c0,CMP_KDO_c0 + phospho_heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0 --> CMP_c0 + H_c0 + kdo_phospho_heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0,Unknown
rxn05391_c0,7_methyl_trans_oct_2_enoyl_ACP_NADP_oxidoreductase_A_specific_c0,NADPH_c0 + H_c0 + 7_methyl_trans_oct_2_enoyl_ACP_c0 --> NADP_c0 + 7_methyl_octanoyl_ACP_c0,Unknown
