Reaction ID,Name,Reaction equation,Gene
rxn02811_c0,3_Isopropylmalate_hydro_lyase_c0,3_Isopropylmalate_c0 <=> H2O_c0 + 2_Isopropylmaleate_c0,From ModelSEED
rxn05173_c0,L_arabinose_transport_via_ABC_system_c0,H2O_c0 + ATP_c0 + L_Arabinose_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + L_Arabinose_c0,From ModelSEED
rxn03062_c0,3_Isopropylmalate_NAD_oxidoreductase_c0,NAD_c0 + 3_Isopropylmalate_c0 <=> NADH_c0 + H_c0 + 2_isopropyl_3_oxosuccinate_c0,From ModelSEED
rxn00829_c0,ATP_R_5_diphosphomevalonate_carboxy_lyase_adding_ATP_isopentenyl_diphosphate_forming_c0,ATP_c0 + 5_diphosphomevalonate_c0 --> ADP_c0 + Phosphate_c0 + CO2_c0 + Isopentenyldiphosphate_c0,From ModelSEED
rxn00868_c0,Butanoyl_CoA_acceptor_2_3_oxidoreductase_c0,NADH_c0 + H_c0 + Crotonyl_CoA_c0 --> NAD_c0 + Butyryl_CoA_c0,From ModelSEED
rxn05608_c0,ATP_phosphohydrolase_disaccharide_importing_c0,H2O_c0 + ATP_c0 + Amylotriose_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Amylotriose_c0,From ModelSEED
rxn01544_c0,XMP_pyrophosphate_phosphoribosyltransferase_c0,PRPP_c0 + XAN_c0 --> PPi_c0 + H_c0 + XMP_c0,From ModelSEED
rxn00863_c0,L_histidinal_NAD_oxidoreductase_c0,H2O_c0 + NAD_c0 + L_Histidinal_c0 --> NADH_c0 + 2.0 H_c0 + L_Histidine_c0,From ModelSEED
rxn09113_c0,Phosphatidylglycerol_synthase_n_C18_0_c0,Glycerol_3_phosphate_c0 + CDP_1_2_dioctadecanoylglycerol_c0 <=> CMP_c0 + Phosphatidylglycerophosphate_dioctadecanoyl_c0,From ModelSEED
rxn00711_c0,UMP_diphosphate_phospho_alpha_D_ribosyltransferase_c0,Uracil_c0 + PRPP_c0 --> PPi_c0 + H_c0 + UMP_c0,From ModelSEED
rxn01270_c0,L_arogenate_2_oxoglutarate_aminotransferase_c0,Oxaloacetate_c0 + Pretyrosine_c0 <=> L_Aspartate_c0 + Prephenate_c0,From ModelSEED
rxn00751_c0,ATP_choline_phosphotransferase_c0,ATP_c0 + Choline_c0 <=> ADP_c0 + H_c0 + Phosphocholine_c0,From ModelSEED
rxn00473_c0,L_tryptophan_indole_lyase_deaminating_pyruvate_forming_c0,H2O_c0 + L_Tryptophan_c0 --> NH3_c0 + Pyruvate_c0 + indol_c0,From ModelSEED
rxn00908_c0,glycine_synthase_c0,NAD_c0 + Glycine_c0 + Tetrahydrofolate_c0 <=> NADH_c0 + CO2_c0 + NH3_c0 + 5_10_Methylenetetrahydrofolate_c0,From ModelSEED
rxn00795_c0,N6_D_Biotinyl_L_lysine_amidohydrolase_c0,H2O_c0 + Biocytin_c0 <=> L_Lysine_c0 + BIOT_c0,From ModelSEED
rxn05515_c0,ATP_phosphohydrolase_vitamin_B12_importing_c0,H2O_c0 + ATP_c0 + Vitamin_B12r_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Vitamin_B12r_c0,From ModelSEED
rxn00986_c0,ATP_propanoate_adenylyltransferase_c0,PPi_c0 + Propionyladenylate_c0 --> ATP_c0 + Propionate_c0,From ModelSEED
rxn02402_c0,Nicotinate_nucleotide_pyrophosphate_phosphoribosyltransferase_carboxylating_c0,H_c0 + PRPP_c0 + Quinolinate_c0 --> CO2_c0 + PPi_c0 + Nicotinate_ribonucleotide_c0,From ModelSEED
rxn03491_c0,S_Adenosyl_L_methionine_1_precorrin_6Y_C5_15_methyltransferase_C_12_decarboxylating_c0,2.0 S_Adenosyl_L_methionine_c0 + Precorrin_6B_c0 <=> CO2_c0 + 2.0 S_Adenosyl_homocysteine_c0 + 2.0 H_c0 + Precorrin_8_c0,From ModelSEED
rxn01607_c0,ATP_R_mevalonate_5_phosphotransferase_c0,ATP_c0 + Mevalonic_acid_c0 <=> ADP_c0 + H_c0 + 5_phosphomevalonate_c0,From ModelSEED
rxn12845_c0,Gly_Leu_aminopeptidase_c0,H2O_c0 + Gly_Leu_c0 <=> Glycine_c0 + L_Leucine_c0,From ModelSEED
rxn05380_c0,14_methyl_3_oxo_hexa_decanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 14_methyl_3_oxo_hexa_decanoyl_ACP_c0 <=> NADP_c0 + 14_methyl_3_hydroxy_hexa_decanoyl_ACP_c0,From ModelSEED
rxn06077_c0,L_methionine_oxidized_thioredoxin_S_oxidoreductase_c0,H2O_c0 + L_Methionine_c0 + trdox_c0 <=> L_Methionine_S_oxide_c0 + trdrd_c0,From ModelSEED
rxn00145_c0,S_Lactate_ferricytochrome_c_2_oxidoreductase_c0,2.0 Cytochrome_c3_c0 + L_Lactate_c0 --> Pyruvate_c0 + 2.0 H_c0 + 2.0 Cytochrome_c2_c0,From ModelSEED
rxn08126_c0,Amylomaltase_maltotriose_c0,Maltose_c0 + Amylotriose_c0 <=> D_Glucose_c0 + Maltotetraose_c0,From ModelSEED
rxn03407_c0,Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_gamma_D_glutamyl_L_lysyl_D_alanyl_D_alanine_ammonia_ligase_ADP_forming_c0,ATP_c0 + NH3_c0 + Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_gamma_D_glutamyl_L_lysyl_D_alanyl_D_alanine_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_D_isoglutaminyl_L_lysyl_D_alanyl_D_alanine_c0,From ModelSEED
rxn05143_c0,sinapoyl_aldehyde_NADP_oxidoreductase_c0,H2O_c0 + NADP_c0 + Sinapaldehyde_c0 <=> NADPH_c0 + 2.0 H_c0 + Sinapate_c0,From ModelSEED
rxn05732_c0,acyl_CoA_dehydrogenase_hexadecanoyl_CoA_c0,NADH_c0 + H_c0 + 2E_Hexadecenoyl_CoA_c0 --> NAD_c0 + Palmitoyl_CoA_c0,From ModelSEED
rxn01404_c0,gamma_L_glutamyl_L_cysteinyl_glycine_spermidine_amidase_c0,H2O_c0 + Glutathionylspermidine_c0 <=> GSH_c0 + Spermidine_c0,From ModelSEED
rxn01303_c0,Acetyl_CoA_L_homoserine_O_acetyltransferase_c0,Acetyl_CoA_c0 + L_Homoserine_c0 --> CoA_c0 + O_Acetyl_L_homoserine_c0,From ModelSEED
rxn00113_c0,Carbon_dioxide_ammonia_ligase_ADP_forming_carbamate_phosphorylating_c0,H2O_c0 + 2.0 ATP_c0 + CO2_c0 + NH3_c0 <=> 2.0 ADP_c0 + Phosphate_c0 + 3.0 H_c0 + Carbamoylphosphate_c0,From ModelSEED
rxn04736_c0,2_naphthylmethanol_NAD_oxidoreductase_c0,NAD_c0 + 2_Naphthylmethanol_c0 <=> NADH_c0 + H_c0 + 2_Naphthaldehyde_c0,From ModelSEED
rxn00497_c0,L_phenylalanine_carboxy_lyase_phenylethylamine_forming_c0,L_Phenylalanine_c0 + H_c0 --> CO2_c0 + Phenethylamine_c0,From ModelSEED
rxn03489_c0,galactitol_1_phosphate_NAD_oxidoreductase_c0,NAD_c0 + Galactitol_1_phosphate_c0 <=> NADH_c0 + L_Tagatose_6_phosphate_c0,From ModelSEED
rxn00297_c0,UDP_N_acetyl_D_glucosamine_2_epimerase_c0,UDP_N_acetylglucosamine_c0 <=> UDP_N_acetyl_D_mannosamine_c0,From ModelSEED
rxn02131_c0,Sepiapterin_aminohydrolase_c0,H2O_c0 + H_c0 + Sepiapterin_c0 <=> NH3_c0 + Xanthopterin_B2_c0,From ModelSEED
rxn00745_c0,Phosphoenolpyruvate_glycerone_phosphotransferase_c0,Phosphoenolpyruvate_c0 + Glycerone_c0 --> Pyruvate_c0 + Glycerone_phosphate_c0,From ModelSEED
rxn01678_c0,ATP_dUDP_phosphotransferase_c0,ATP_c0 + dUDP_c0 <=> ADP_c0 + dUTP_c0,From ModelSEED
rxn00394_c0,L_Arginine_amidinohydrolase_c0,H2O_c0 + L_Arginine_c0 --> Ornithine_c0 + Urea_c0,From ModelSEED
rxn00832_c0,IMP_1_2_hydrolase_decyclizing_c0,H2O_c0 + IMP_c0 <=> FAICAR_c0,From ModelSEED
rxn05871_c0,primary_c0,NAD_c0 + 1_Alcohol_c0 <=> NADH_c0 + H_c0 + RCHO_c0,From ModelSEED
rxn01106_c0,2_Phospho_D_glycerate_2_3_phosphomutase_c0,2_Phospho_D_glycerate_c0 <=> 3_Phosphoglycerate_c0,From ModelSEED
rxn12640_c0,methionyl_aminopeptidase_c0,H2O_c0 + ala_L_glu_L_c0 <=> L_Glutamate_c0 + L_Alanine_c0,From ModelSEED
rxn00931_c0,L_Proline_NADP_5_oxidoreductase_c0,NADP_c0 + L_Proline_c0 <=> NADPH_c0 + 2.0 H_c0 + 1_Pyrroline_5_carboxylate_c0,From ModelSEED
rxn02418_c0,myo_inositol_hexakisphosphate_4_phosphohydrolase_c0,H2O_c0 + Phytate_c0 <=> Phosphate_c0 + H_c0 + Inositol_1_2_3_5_6_pentakisphosphate_c0,From ModelSEED
rxn10012_c0,acyl_CoA_dehydrogenase_decanoyl_CoA_c0,NADH_c0 + H_c0 + 2E_Decenoyl_CoA_c0 --> NAD_c0 + Decanoyl_CoA_c0,From ModelSEED
rxn09450_c0,fatty_acid__CoA_ligase_hexadecenoate__peroxisomal_c0,ATP_c0 + CoA_c0 + hexadecenoate_c0 --> PPi_c0 + AMP_c0 + Hexadecenoyl_CoA_c0,From ModelSEED
rxn00938_c0,Nicotinamide_amidohydrolase_c0,H2O_c0 + Nicotinamide_c0 --> NH3_c0 + Niacin_c0,From ModelSEED
rxn00412_c0,UTP_L_glutamine_amido_ligase_ADP_forming_c0,H2O_c0 + ATP_c0 + L_Glutamine_c0 + UTP_c0 --> ADP_c0 + Phosphate_c0 + L_Glutamate_c0 + CTP_c0 + 2.0 H_c0,From ModelSEED
rxn02339_c0,4_Hydroxy_L_glutamate_2_oxoglutarate_aminotransferase_c0,2_Oxoglutarate_c0 + 4_Hydroxy_L_glutamate_c0 <=> L_Glutamate_c0 + 4_Hydroxy_2_oxoglutarate_c0,From ModelSEED
rxn00650_c0,L_cysteinylglycine_dipeptidase_c0,H2O_c0 + Cys_Gly_c0 <=> Glycine_c0 + L_Cysteine_c0,From ModelSEED
rxn10094_c0,S_adenosylmethione_2_demethylmenaquinone_methyltransferase_c0,S_Adenosyl_L_methionine_c0 + 2_Demethylmenaquinone_8_c0 --> S_Adenosyl_homocysteine_c0 + H_c0 + Menaquinone_8_c0,From ModelSEED
rxn03167_c0,2_Amino_4_hydroxy_6_erythro_1_2_3_trihydroxypropyl_dihydropteridine_triphosphate_phosphohydrolase_alkaline_optimum_c0,3.0 H2O_c0 + 7_8_Dihydroneopterin_3_triphosphate_c0 --> 3.0 Phosphate_c0 + 3.0 H_c0 + Dihydroneopterin_c0,From ModelSEED
rxn00787_c0,D_tagatose_1_6_bisphosphate_D_glyceraldehyde_3_phosphate_lyase_glycerone_phosphate_forming_c0,D_Tagatose_1_6_biphosphate_c0 <=> Glycerone_phosphate_c0 + Glyceraldehyde3_phosphate_c0,From ModelSEED
rxn00640_c0,GDP_D_mannose_1_phosphate_guanylyltransferase_c0,GDP_c0 + D_Mannose1_phosphate_c0 <=> Phosphate_c0 + GDP_mannose_c0,From ModelSEED
rxn02737_c0,UDPglucosamine_4_epimerase_c0,UDP_glucosamine_c0 <=> UDP_galactosamine_c0,From ModelSEED
rxn01103_c0,3_Phospho_D_glyceroyl_phosphate_phosphohydrolase_c0,H2O_c0 + 1_3_Bisphospho_D_glycerate_c0 --> Phosphate_c0 + H_c0 + 3_Phosphoglycerate_c0,From ModelSEED
rxn00515_c0,ATP_IDP_phosphotransferase_c0,ATP_c0 + IDP_c0 <=> ADP_c0 + ITP_c0,From ModelSEED
rxn05397_c0,11_methyl_3_oxo_dodecanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 11_methyl_3_oxo_dodecanoyl_ACP_c0 <=> NADP_c0 + 11_methyl_3_hydroxy_dodecanoyl_ACP_c0,From ModelSEED
rxn03005_c0,R04326_c0,2.0 H_c0 + Tetrahydrofolate_c0 + N_Formyl_GAR_c0 <=> H2O_c0 + 5_10_Methenyltetrahydrofolate_c0 + GAR_c0,From ModelSEED
rxn03437_c0,R_2_3_Dihydroxy_3_methylpentanoate_hydro_lyase_c0,2_3_Dihydroxy_3_methylvalerate_c0 --> H2O_c0 + 3MOP_c0,From ModelSEED
rxn01353_c0,ATP_dGDP_phosphotransferase_c0,ATP_c0 + dGDP_c0 <=> ADP_c0 + dGTP_c0,From ModelSEED
rxn10235_c0,isopentadecanoyl_phosphatidylserine_decarboxylase_c0,2.0 H_c0 + Diisopentadecanoylphosphatidylserine_c0 <=> CO2_c0 + Diisopentadecanoylphosphatidylethanolamine_c0,From ModelSEED
rxn12633_c0,RXN0_6975c_c0,H2O_c0 + ala_L_asp_L_c0 <=> L_Alanine_c0 + L_Aspartate_c0,From ModelSEED
rxn00882_c0,1D_myo_Inositol_4_phosphate_phosphohydrolase_c0,H2O_c0 + Inositol_4_phosphate_c0 --> Phosphate_c0 + L_Inositol_c0,From ModelSEED
rxn03244_c0,S_hydroxydecanoyl_CoA_NAD_oxidoreductase_c0,NAD_c0 + S_Hydroxydecanoyl_CoA_c0 <=> NADH_c0 + H_c0 + 3_Oxodecanoyl_CoA_c0,From ModelSEED
rxn00616_c0,sn_Glycerol_3_phosphate_acceptor_2_oxidoreductase_c0,FAD_c0 + H_c0 + Glycerol_3_phosphate_c0 <=> Glycerone_phosphate_c0 + FADH2_c0,From ModelSEED
rxn01639_c0,N_Formimino_L_glutamate_formiminohydrolase_c0,L_Glutamate_c0 + Formamide_c0 --> H2O_c0 + N_Formimino_L_glutamate_c0,From ModelSEED
rxn00313_c0,meso_2_6_diaminoheptanedioate_carboxy_lyase_L_lysine_forming_c0,H_c0 + meso_2_6_Diaminopimelate_c0 --> CO2_c0 + L_Lysine_c0,From ModelSEED
rxn02949_c0,S_3_Hydroxyisobutyryl_CoA_hydro_lyase_c0,H2O_c0 + Methacrylyl_CoA_c0 <=> S_3_Hydroxyisobutyryl_CoA_c0,From ModelSEED
rxn00735_c0,2R_3S_3_methylmalate_NAD_oxidoreductase_c0,NADH_c0 + CO2_c0 + 2_Oxobutyrate_c0 <=> NAD_c0 + D_erythro_3_Methylmalate_c0,From ModelSEED
rxn00775_c0,ADP_ribose_ribophosphohydrolase_c0,H2O_c0 + ADPribose_c0 --> AMP_c0 + 2.0 H_c0 + ribose_5_phosphate_c0,From ModelSEED
rxn02680_c0,Octanoyl_CoA_acetyl_CoA_C_acyltransferase_c0,Acetyl_CoA_c0 + Octanoyl_CoA_c0 <=> CoA_c0 + 3_Oxodecanoyl_CoA_c0,From ModelSEED
rxn05405_c0,15_methyl_3_oxo_hexa_decanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 15_methyl_3_oxo_hexa_decanoyl_ACP_c0 <=> NADP_c0 + 15_methyl_3_hydroxy_hexa_decanoyl_ACP_c0,From ModelSEED
rxn10571_c0,Mg2_importing_ATPase_c0,H2O_c0 + ATP_c0 + Mg_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Mg_c0,Unknown
rxn04750_c0,S_3_hydroxyacyl_CoA_NAD_oxidoreductase_c0,NAD_c0 + 4.0 H_c0 + 3S_3_Hydroxyadipyl_CoA_c0 <=> NADH_c0 + 3_Oxoadipyl_CoA_c0,From ModelSEED
rxn11040_c0,RXN_3341c_c0,NAD_c0 + 6_Phospho_D_gluconate_c0 <=> NADH_c0 + CO2_c0 + D_Ribulose5_phosphate_c0,From ModelSEED
rxn03366_c0,R04917_c0,H2O_c0 + NADP_c0 + 5_2_Formylethyl_4_6_dihydroxypicolinate_c0 <=> NADPH_c0 + 2.0 H_c0 + 5_2_Carboxyethyl_4_6_dihydroxypicolinate_c0,From ModelSEED
rxn01053_c0,S_lactaldehyde_NAD_oxidoreductase_c0,H2O_c0 + NAD_c0 + L_Lactaldehyde_c0 <=> NADH_c0 + 2.0 H_c0 + L_Lactate_c0,From ModelSEED
rxn02312_c0,S_Adenosyl_L_methionine_8_amino_7_oxononanoate_aminotransferase_c0,S_Adenosyl_L_methionine_c0 + 8_Amino_7_oxononanoate_c0 <=> 7_8_Diaminononanoate_c0 + S_Adenosyl_4_methylthio_2_oxobutanoate_c0,From ModelSEED
rxn02895_c0,5_Phospho_D_ribosylamine_glycine_ligase_ADP_forming_c0,ATP_c0 + Glycine_c0 + 5_Phosphoribosylamine_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + GAR_c0,From ModelSEED
rxn01066_c0,cholesterol_ester_acylhydrolase_c0,H2O_c0 + Cholesterol_ester_c0 <=> Carboxylic_acid_c0 + H_c0 + Cholesterol_c0,From ModelSEED
rxn02934_c0,2S_3S_3_Hydroxy_2_methylbutanoyl_CoA_hydro_liase_c0,2_methyl_3_hydroxy_butyryl_CoA_c0 <=> H2O_c0 + Tiglyl_CoA_c0,From ModelSEED
rxn07688_c0,R07898_c0,NAD_c0 + 3_Hydroxy_OPC4_CoA_c0 <=> NADH_c0 + H_c0 + 3_Oxo_OPC4_CoA_c0,From ModelSEED
rxn02508_c0,N_5_Phospho_beta_D_ribosylanthranilate_ketol_isomerase_c0,N_5_phosphoribosyl_anthranilate_c0 <=> 1_2_carboxyphenylamino_1_deoxyribulose_5_phosphate_c0,From ModelSEED
rxn00543_c0,ethanol_NAD_oxidoreductase_c0,NAD_c0 + Ethanol_c0 <=> NADH_c0 + H_c0 + Acetaldehyde_c0,From ModelSEED
rxn01996_c0,Methylmalonyl_CoA_epimerase_c0,L_methylmalonyl_CoA_c0 <=> D_methylmalonyl_CoA_c0,From ModelSEED
rxn00428_c0,dichloromethane_chloride_lyase_adding_H2O_chloride_hydrolysing_formaldehyde_forming_c0,H2O_c0 + Dichloromethane_c0 <=> Formaldehyde_c0 + 2.0 H_c0 + 2.0 Cl__c0,From ModelSEED
rxn00420_c0,O_phospho_L_serine_phosphohydrolase_c0,H2O_c0 + phosphoserine_c0 --> Phosphate_c0 + L_Serine_c0,From ModelSEED
rxn01500_c0,R_Mevalonate_NAD_oxidoreductase_CoA_acetylating_c0,2.0 NAD_c0 + CoA_c0 + Mevalonic_acid_c0 <=> 2.0 NADH_c0 + 2.0 H_c0 + HMG_CoA_c0,From ModelSEED
rxn04045_c0,sirohydrochlorin_cobalt_lyase_c0,Co2_c0 + Sirohydrochlorin_c0 <=> 2.0 H_c0 + Cobalt_precorrin_2_c0,From ModelSEED
rxn10221_c0,anteisoheptadecanoyl_phosphatidate_cytidylyltransferase_c0,CTP_c0 + 1_2_dianteisoheptadecanoyl_sn_glycerol_3_phosphate_c0 <=> PPi_c0 + H_c0 + CDP_1_2_dianteisoheptadecanoylglycerol_c0,From ModelSEED
rxn00469_c0,N2_Acetyl_L_ornithine_amidohydrolase_c0,H2O_c0 + N_Acetylornithine_c0 <=> Acetate_c0 + Ornithine_c0,From ModelSEED
rxn02804_c0,myristoyl_CoA_acetylCoA_C_myristoyltransferase_c0,Acetyl_CoA_c0 + Myristoyl_CoA_c0 <=> CoA_c0 + 3_Oxopalmitoyl_CoA_c0,From ModelSEED
rxn05005_c0,S_adenosyl_L_methionine_uroporphyrinogen_III_C_methyltransferase_c0,S_Adenosyl_L_methionine_c0 + UroporphyrinogenIII_c0 <=> S_Adenosyl_homocysteine_c0 + H_c0 + Precorrin_1_c0,From ModelSEED
rxn00048_c0,6_7_Dimethyl_8_1_D_ribityllumazine_6_7_dimethyl_8_1_D_ribityllumazine_2_3_butanediyltransferase_c0,H_c0 + 2.0 6_7_Dimethyl_8__1_D_ribityllumazine_c0 --> Riboflavin_c0 + 4__1_D_Ribitylamino_5_aminouracil_c0,From ModelSEED
rxn07876_c0,R08087_c0,H2O_c0 + NAD_c0 + R__Citronellal_c0 <=> NADH_c0 + 2.0 H_c0 + Citronellate_c0,From ModelSEED
rxn00265_c0,citrate_oxaloacetate_lyase_forming_acetate_from_the_pro_S_carboxymethyl_group_of_citrate_c0,Citrate_c0 <=> Acetate_c0 + Oxaloacetate_c0,From ModelSEED
rxn12191_c0,R08558_c0,NADP_c0 + Choline_c0 <=> NADPH_c0 + H_c0 + Betaine_aldehyde_c0,From ModelSEED
rxn09315_c0,Trimethylamine_N_oxide_reductase_demethylmenaquinol_8_c0,H_c0 + CH33NO_c0 + 2_Demethylmenaquinol_8_c0 <=> H2O_c0 + CH33N_c0 + 2_Demethylmenaquinone_8_c0,From ModelSEED
rxn09200_c0,Phosphatidylserine_decarboxylase_n_C16_0_c0,2.0 H_c0 + phosphatidylserine_dihexadecanoyl_c0 <=> CO2_c0 + phosphatidylethanolamine_dihexadecanoyl_c0,From ModelSEED
rxn00283_c0,alanine_racemase_c0,L_Alanine_c0 <=> D_Alanine_c0,From ModelSEED
rxn00726_c0,chorismate_pyruvate_lyase_amino_accepting_anthranilate_forming_c0,NH3_c0 + Chorismate_c0 --> H2O_c0 + Pyruvate_c0 + H_c0 + Anthranilate_c0,From ModelSEED
rxn00184_c0,L_Glutamate_NADP_oxidoreductase_deaminating_c0,H2O_c0 + NADP_c0 + L_Glutamate_c0 <=> NADPH_c0 + NH3_c0 + 2_Oxoglutarate_c0 + H_c0,From ModelSEED
rxn00379_c0,ATP_sulfate_adenylyltransferase_c0,ATP_c0 + Sulfate_c0 <=> PPi_c0 + APS_c0,From ModelSEED
rxn02187_c0,2_Acetolactate_methylmutase_c0,ALCTT_c0 <=> 2_Oxo_3_hydroxyisovalerate_c0,From ModelSEED
rxn02228_c0,3_Mercaptolactate_NAD_oxidoreductase_c0,NAD_c0 + 3_Mercaptolactate_c0 <=> NADH_c0 + H_c0 + Mercaptopyruvate_c0,From ModelSEED
rxn01754_c0,ATP_erythritol_4_phosphotransferase_c0,ATP_c0 + Phycite_c0 <=> ADP_c0 + D_Erythritol_4_phosphate_c0,From ModelSEED
rxn05170_c0,TRANS_RXNAVI_26732cebrachyexpCPD_3609_c0,H2O_c0 + ATP_c0 + Maltose_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Maltose_c0,From ModelSEED
rxn02475_c0,2_5_Diamino_6_hydroxy_4_5_phosphoribosylamino_pyrimidine_2_aminohydrolase_c0,H2O_c0 + H_c0 + 2_5_Diamino_6_5_phosphoribosylamino_4_pyrimidineone_c0 --> NH3_c0 + 5_Amino_6__5_phosphoribosylaminouracil_c0,From ModelSEED
rxn05339_c0,3R_3_Hydroxybutanoyl_acyl_carrier_protein_NADP_oxidoreductase_c0,NADP_c0 + R_3_Hydroxybutanoyl_acyl_carrier_protein_c0 <=> NADPH_c0 + Acetoacetyl_ACP_c0,From ModelSEED
rxn05484_c0,acetoacetate_transport_via_proton_symport_c0,H_e0 + Acetoacetate_e0 <=> H_c0 + Acetoacetate_c0,From ModelSEED
rxn03108_c0,ATP_4_amino_2_methyl_5_phosphomethylpyrimidine_phosphotransferase_c0,ATP_c0 + H_c0 + 4_Amino_5_phosphomethyl_2_methylpyrimidine_c0 <=> ADP_c0 + 4_Amino_2_methyl_5_diphosphomethylpyrimidine_c0,From ModelSEED
rxn07449_c0,3_sulfolactate_bisulfite_lyase_c0,3_Sulfolactate_c0 <=> Pyruvate_c0 + Sulfite_c0,From ModelSEED
rxn00675_c0,Propionyladenylate_CoA_propionyltransferase_c0,CoA_c0 + Propionyladenylate_c0 --> AMP_c0 + H_c0 + Propionyl_CoA_c0,From ModelSEED
rxn01018_c0,carbamoyl_phosphate_L_aspartate_carbamoyltransferase_c0,L_Aspartate_c0 + Carbamoylphosphate_c0 --> Phosphate_c0 + H_c0 + N_Carbamoyl_L_aspartate_c0,From ModelSEED
rxn04132_c0,R06063_c0,H2O_c0 + 5_Hydroxyisourate_c0 --> CO2_c0 + H_c0 + R_Allantoin_c0,Unknown
rxn11544_c0,HydrogenobyrinateHydrogenobyrinate_a_c_diamide_c0,H2O_c0 + 2.0 ATP_c0 + 2.0 L_Glutamine_c0 + Hydrogenobyrinate_c0 <=> 2.0 ADP_c0 + PPi_c0 + 2.0 L_Glutamate_c0 + H_c0 + Hydrogenobyrinate_diamide_c0,From ModelSEED
rxn05683_c0,Butyrate_transport_via_proton_symport__reversible_c0,H_e0 + Butyrate_e0 <=> H_c0 + Butyrate_c0,From ModelSEED
rxn05602_c0,L_lactate_reversible_transport_via_proton_symport_c0,H_e0 + L_Lactate_e0 <=> H_c0 + L_Lactate_c0,From ModelSEED
rxn00124_c0,ATP_pyridoxal_5_phosphotransferase_c0,ATP_c0 + Pyridoxal_c0 <=> ADP_c0 + Pyridoxal_phosphate_c0 + H_c0,From ModelSEED
rxn03514_c0,S_adenosyl_L_methionine_precorrin_4_C11_methyltransferase_c0,S_Adenosyl_L_methionine_c0 + Precorrin_4_c0 <=> S_Adenosyl_homocysteine_c0 + H_c0 + Precorrin_5_c0,From ModelSEED
rxn08793_c0,L_Lactate_dehydrogenase_menaquinone_c0,L_Lactate_c0 + Menaquinone_8_c0 --> Pyruvate_c0 + Menaquinol_8_c0,From ModelSEED
rxn00947_c0,Palmitate_CoA_ligase_AMP_forming_c0,ATP_c0 + CoA_c0 + Palmitate_c0 --> PPi_c0 + AMP_c0 + H_c0 + Palmitoyl_CoA_c0,From ModelSEED
rxn03247_c0,S_Hydroxyoctanoyl_CoA_hydro_lyase_c0,S_Hydroxyoctanoyl_CoA_c0 <=> H2O_c0 + 2E_Octenoyl_CoA_c0,From ModelSEED
rxn11650_c0,cobIIyrinic_acid_a_c_diamide_FMN_oxidoreductase_c0,FMNH2_c0 + 2.0 CobIIyrinate_diamide_c0 <=> FMN_c0 + 3.0 H_c0 + 2.0 CobIyrinate_diamide_c0,From ModelSEED
rxn02789_c0,2_Isopropylmalate_hydro_lyase_c0,2_Isopropylmalate_c0 <=> H2O_c0 + 2_Isopropylmaleate_c0,From ModelSEED
rxn01370_c0,dGTP_uridine_5_phosphotransferase_c0,dGTP_c0 + Uridine_c0 <=> H_c0 + UMP_c0 + dGDP_c0,From ModelSEED
rxn00988_c0,Acetoacetate_CoA_ligase_AMP_forming_c0,ATP_c0 + CoA_c0 + Acetoacetate_c0 --> PPi_c0 + AMP_c0 + H_c0 + Acetoacetyl_CoA_c0,From ModelSEED
rxn01600_c0,Cyclohexylamine_oxygen_oxidoreductase_deaminating_c0,H2O_c0 + O2_c0 + Cyclohexanamine_c0 <=> NH3_c0 + H2O2_c0 + Cyclohexanone_c0,From ModelSEED
rxn00410_c0,UTP_ammonia_ligase_ADP_forming_c0,ATP_c0 + NH3_c0 + UTP_c0 <=> ADP_c0 + Phosphate_c0 + CTP_c0 + 2.0 H_c0,From ModelSEED
rxn03063_c0,S_Adenosyl_L_methionine_zymosterol_C_methyltransferase_c0,S_Adenosyl_L_methionine_c0 + Zymosterol_c0 <=> S_Adenosyl_homocysteine_c0 + H_c0 + Fecosterol_c0,From ModelSEED
rxn06394_c0,R03491_c0,Neu5Ac_c0 + LacCer_c0 <=> H2O_c0 + GM3_c0,From ModelSEED
rxn12510_c0,ATP_pantothenate_4_phosphotransferase_c0,ATP_c0 + PAN_c0 <=> ADP_c0 + H_c0 + 4_phosphopantothenate_c0,From ModelSEED
rxn07684_c0,R07894_c0,NAD_c0 + 3_Hydroxy_OPC6_CoA_c0 <=> NADH_c0 + H_c0 + 3_Oxo_OPC6_CoA_c0,From ModelSEED
